,Unnamed: 0,Name,Url,Intelligence,Strength,Speed,Durability,Power,Combat,Full name,Alter Egos,Aliases,Place of birth,First appearance,Creator,Alignment,Gender,Race,Height,Weight,Eye color,Hair color,Occupation,Base,Team Affiliation,Relatives,Skin color,Total Power
140,140,Brundlefly,/brundlefly/10-10642/,85.0,35.0,25.0,40.0,35.0,15.0,Sethaniel Brundle,No alter egos found.,The Fly,-,The Fly (1986),,neutral,Male,Mutant,6'4 // 193 cm,- lb // 0 kg,-,-,Scientist,-,No team connections added yet.,-,,235.0
141,141,Buffy,/buffy/10-10430/,85.0,30.0,45.0,70.0,50.0,60.0,Buffy Anne Summers,No alter egos found.,"Anne, The Chosen One, The Vampire Slayer, The Slayer, Buff, B, The Buffster, Belinda, Joan",-,Dark Horse Presents 1998 Annual,Dark Horse Comics,good,Female,Human,5'2 // 157 cm,115 lb // 52 kg,Green,Blond,Slayer ; (formerly) Waitress ; DoubleMeat Palace employee ; Sunnydale High Counselor,-,Scooby Gang (Leader),"Joyce Summers (mother, deceased) ; Hank Summers (father) ; Dawn Summers (sister) ; Celia (cousin, deceased) ; Arlene (aunt)",,340.0
142,142,Bullseye,/bullseye/10-624/,80.0,15.0,25.0,70.0,20.0,70.0,Lester,No alter egos found.,"Benjamin Poindexter, Daredevil, Punisher, Bullseye, Hawkeye, pitcher",-,"Daredevil #131 (March, 1976)",Marvel Comics,bad,Male,Human,6'0 // 183 cm,200 lb // 90 kg,blue,blond,"Assassin, professional criminal, former mercenary",Formerly Avengers Tower; Thunderbolts Mountain,"Dark Avengers, A.R.M.O.R., Formerly: Thunderbolts",Kingmaker (father),,280.0
143,143,Bumblebee,/bumblebee/10-1542/,85.0,30.0,25.0,10.0,50.0,35.0,Karen Beecher-Duncan,No alter egos found.,-,-,Teen Titans #45,DC Comics,good,Female,Human,5'7 // 170 cm,130 lb // 59 kg,Brown,Black,-,"San Francisco, California",Young Justice,Mal Duncan (husband),,235.0
144,144,Bumbleboy,/bumbleboy/10-1346/,,,,,,,-,No alter egos found.,-,-,New X-Men #153,Marvel Comics,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
145,145,Bushido,/bushido/10-1541/,75.0,10.0,10.0,10.0,20.0,70.0,Ryuko Orsono,No alter egos found.,-,-,Titans: Secret Files & Origins #2,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,195.0
146,146,Cable,/cable/10-40/,95.0,50.0,25.0,60.0,100.0,80.0,Nathan Christopher Charles Summers Dayspring,Cable (FOX),"Chosen One, Soldier X, Nathan Dayspring, Askani'son, Nathan Dayspring Summers, Nathan Winters, The Traveller, The Saviour",Unrevealed location in the 20th Century United States,New Mutants #86 (as Cable),Marvel Comics,good,Male,Mutant,6'8 // 203 cm,350 lb // 158 kg,Blue,White,"(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force","The Xavier Institute, Salem Center, Westchester County, New York","Cerebro's X-Men, Deep Six, Formerly: X-Men, X-Force, Six Pack","Scott Summers (Cyclops, father), Madelyne Pryor-Summers (Goblin Queen, mother, deceased), Jean Grey (Phoenix, stepmother), Alexander Summers (Havok, uncle), Christopher Summers (Corsair, paternal grandfather), Katherine Anne Summers (paternal grandmother, deceased), Philip Summers (great-grandfather), Deborah Summers (great-grandmother), Jenskot (Aliya, wife, deceased), Tyler (Genesis, son, deceased), Stryfe (clone, deceased), Gabriel Summers (Vulcan, uncle)",,410.0
147,147,Callisto,/callisto/10-271/,85.0,55.0,25.0,45.0,55.0,85.0,Callisto,No alter egos found.,-,-,X-MEN (first series) #169,Marvel Comics,bad,Female,-,5'9 // 175 cm,165 lb // 74 kg,Blue,Black,-,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's surface), X-Factor I's sentient starship","Morlocks, Formerly: X-Men",-,,350.0
148,148,Cameron Hicks,/cameron-hicks/10-1528/,80.0,10.0,25.0,30.0,55.0,70.0,-,No alter egos found.,-,-,-,SyFy,good,Male,Alpha,- // 0 cm,- lb // 0 kg,-,-,-,-,Alphas,-,,270.0
149,149,Cannonball,/cannonball/10-272/,80.0,30.0,70.0,100.0,95.0,60.0,Samuel Zachery Guthrie,No alter egos found.,"Formerly Samson Guthry, Sam Guthrie, Jet-Ass","Cumberland County, Kentucky",Marvel Graphic Novel #4 (1982),Marvel Comics,good,Male,-,6'0 // 183 cm,181 lb // 81 kg,Blue,Blond,"Adventurer, peacekeeper, former student, mercenary, miner",-,"Neo-Knights, Ultimate X-Men, Formerly: X-Men, X-Force, New Mutants","Thomas Zebulon (father, deceased), Lucinda (mother), Lucas Bartholemew (uncle), Paige (Husk, sister), Joshua ""Jay"" (Icarus, brother, deceased), Joelle (sister), Elizabeth (sister), Melody (Aero, sister), Jebediah (brother), Lewis (brother), two other unnamed siblings, Ray Jr. (adopted brother)",,435.0
150,150,Captain America,/captain-america/10-274/,85.0,20.0,40.0,55.0,60.0,100.0,Steven Grant Rogers,"Captain America (EMH), Captain America (MCU), Captain America (Worthy)","Nomad, The Captain","Manhattan, New York City, New York",Captain America Comics #1 (March 1941),Marvel Comics,good,Male,Human,6'2 // 188 cm,240 lb // 108 kg,blue,blond,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner.",New York City,"Avenging Host (Leader), Avengers (Leader), Team America (Leader), The Mighty Avengers (Leader), Captain Britain Corps, HYDRA, Weapon X, America Redeemers, Marvel Knights, All-Winners Squad, Contingency, Super Soldiers, Secret Defenders, Formerly: The Ultimates, Illuminati, S.H.I.E.L.D.","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)",,360.0
151,151,Captain Atom,/captain-atom/10-1007/,95.0,95.0,85.0,90.0,100.0,80.0,Nathaniel Christopher Adam,No alter egos found.,"Monarch, Allen Adam, Cameron Scott",-,Captain Atom #1,DC Comics,good,Male,Human / Radiation,6'4 // 193 cm,200 lb // 90 kg,Blue,Silver,Former Soldier,-,"Justice League Europe (Leader), United States Air Force, Formerly: Justice League, Monarch's Army","Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)",Silver,545.0
152,152,Captain Britain,/captain-britain/10-276/,90.0,80.0,50.0,60.0,35.0,80.0,Brian Braddock,No alter egos found.,"Britannic, Black Bishop, Jungle Man, King of Otherworld, Merlinson","Braddock Manor, England","Captain Britain #1 (October, 1976)",Marvel Comics,good,Male,Human,6'6 // 198 cm,257 lb // 116 kg,Blue,Blond,"Adventurer, formerly King of Otherworld, scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","Captain Britain Corps (Leader), Super Soldiers, Formerly: Avengers, Excalibur, Illuminati","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)",,395.0
153,153,Captain Cold,/captain-cold/10-653/,80.0,10.0,20.0,20.0,30.0,20.0,Leonard Snart,Captain Cold (CW),"Citizen Cold, Kid Kold, Len Snart, Leonard Snart, Leonards Wynters, The Man Who Mastered Absolute Zero",-,"Flash Vol 4 #6 (April, 2012)",DC Comics,neutral,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Brown,Professional Criminal,-,"Rogues (Leader), Minutemen (Leader), Living Assault Weapons, Formerly: Justice League, Justice Legion Alpha, Justice League of America, The Society",Lisa Snart (sister),,180.0
154,154,Captain Epic,/captain-epic/10-3/,85.0,85.0,75.0,85.0,80.0,85.0,-,No alter egos found.,-,Canada,World War II,Team Epic TV,good,Male,-,6'2 // 188 cm,- lb // 0 kg,Blue,Brown,Superhero,Toronto,No team connections added yet.,-,,495.0
155,155,Captain Hindsight,/captain-hindsight/10-10399/,65.0,10.0,85.0,30.0,10.0,20.0,Jack Brolin,No alter egos found.,-,-,"South Park S14 E11 ""Coon 2: Hindsight""",South Park,good,Male,Human,- // 0 cm,- lb // 0 kg,-,Black,Former Superhero; News Reporter,-,No team connections added yet.,-,,220.0
156,156,Captain Mar-vell,/captain-mar-vell/10-654/,85.0,85.0,85.0,85.0,95.0,85.0,Mar-Vell,No alter egos found.,"Captain Marvel, Dr. Walter Lawson",The city of Rad-Nam on the planet Kree-Lar in the Kree Galaxy (Greater Magellanic Cloud),MARVEL SUPERHEROES #18,Marvel Comics,good,Male,-,6'2' // 188 cm,240 lb // 108 kg,Blue,Blond,"Captain in the Kree space fleet, later adventurer, later ""Protector of the Universe""",-,"Avenging Host, A-Force, Formerly: Avengers","Mar-Vell (father-deceased), Elysius (mother-deceased)",,520.0
157,157,Captain Marvel,/captain-marvel/10-103/,95.0,90.0,75.0,95.0,100.0,90.0,Carol Susan Jane Danvers,"Binary, Captain Marvel (MCU), Hunter, Ms. Marvel, Warbird","Ace, Binary, Lady Marvel, Warbird, others used during her espionage career","Boston, Massachusetts",Ms. Marvel #1,Marvel Comics,good,Female,Human-Kree,5'11 // 180 cm,165 lb // 74 kg,Blue,Blond,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion,"The Ultimates (Leader), A-Force (Leader), New Warriors, Avengers, Gods, Formerly: Fantastic Four, S.H.I.E.L.D., Mighty Avengers","Marie Danvers (mother), Joseph Danvers, Sr. (father), Joseph Danvers, Jr. (brother), Steve Danvers (brother, deceased), Marcus Immortus (Danvers) (""son"", deceased)",,545.0
158,158,Captain Marvel II,/captain-marvel-ii/10-279/,90.0,85.0,30.0,90.0,35.0,60.0,Frederick Christopher Freeman,No alter egos found.,"Captain Marvel Jr., CM3",-,"Current incarnation: (As Freddy Freeman) The Power of Shazam #3 (May, 1995)",DC Comics,good,Male,Human,5'9 // 175 cm,165 lb // 74 kg,Blue,Black,Adventurer,Primarily Fawcett City.,Formerly: The Outsiders,"parents, deceased, Jacob Freeman (granfather, deceased), Timothy Karnes (Sabbac, foster brother, deceased)",,390.0
159,159,Captain Midnight,/captain-midnight/10-10443/,,,,,,,-,No alter egos found.,"Major Midnight, Red, Space-Sovereign, The Skyway Sovereign, The Sky-Lord, The Lord of the Overworld, The Space Sentinel, Jim Albright",-,-,Dark Horse Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
160,160,Captain Planet,/captain-planet/10-1285/,80.0,90.0,75.0,80.0,100.0,60.0,-,No alter egos found.,"The Captain, CP, Planet",-,Captain Planet and the Planeteers (TV Series),Marvel Comics,good,Male,God / Eternal,- // 0 cm,- lb // 0 kg,Red,Green,-,-,"Captain Britain Corps, Gods",-,,485.0
161,161,Captain Universe,/captain-universe/10-855/,95.0,95.0,95.0,95.0,100.0,85.0,-,No alter egos found.,"Guardian of Eternity, The Avenging Angel, The Hero That Could Be You",-,"Micronauts #8 (August, 1979)",Marvel Comics,good,-,God / Eternal,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,565.0
162,162,Carnage,/carnage/10-187/,85.0,65.0,70.0,85.0,90.0,90.0,Cletus Kasady,No alter egos found.,"Mass Carnage, 999th",-,"Amazing Spider-Man #344 (February, 1991)",Marvel Comics,bad,Male,Symbiote,6'1 // 185 cm,190 lb // 86 kg,Green,Red,-,New York City,"Carnage Family, Wrecking Crew","Venom (""father""); Shriek (""wife""); Hybrid, Lasher, Phage, Riot (""brothers""); Agony, Scream (""sisters""); Carrion, Demogoblin, Doppelganger, Toxin (""sons""); Scorn (""Daughter"")",,485.0
163,163,Cat,/cat/10-904/,90.0,85.0,80.0,90.0,85.0,80.0,Shirlee Bryant,No alter egos found.,-,"Chicago, Illinois",The Cat #1,Marvel Comics,good,Female,-,5'8 // 173 cm,135 lb // 61 kg,Blue,Blond,Model,"Chicago, Illinois",No team connections added yet.,-,,510.0
164,164,Cat II,/cat-ii/10-903/,,,,,,,-,No alter egos found.,-,-,-,Marvel Comics,good,Female,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
165,165,Catwoman,/catwoman/10-659/,85.0,15.0,35.0,30.0,30.0,85.0,Selina Kyle,Catwoman (Dark Knight),"The Cat, Irena Dubrovna, Elva Barr, Sadie Kelowski, Madame Moderne, Marguerite Tone",Gotham City,Detective Comics #569,DC Comics,good,Female,Human,5'9 // 175 cm,135 lb // 61 kg,Green,Black,Thief,Gotham City,"Batman Family, Formerly: The Outsiders, Birds of Prey, Injustice League, Secret Society of Super-Villains, Female Furies","Brian Kyle (father, deceased), Maria Kyle (mother, deceased), Maggie Kyle (sister), Helena Kyle (daughter)",,280.0
166,166,Cecilia Reyes,/cecilia-reyes/10-43/,,,,,,,Dr. Cecilia Reyes,No alter egos found.,-,Place of birth unknown,X-Men #65 (1997),Marvel Comics,good,-,-,5'7 // 170 cm,138 lb // 62 kg,Brown,Brown,Doctor in private practice,Salem Center,X-Men,-,,0.0
167,167,Century,/century/10-1511/,95.0,80.0,55.0,65.0,100.0,100.0,-,No alter egos found.,-,-,"Force Works #1 (July, 1994)",Marvel Comics,good,Male,Alien,6'7 // 201 cm,215 lb // 97 kg,White,White,"Tracker, adventurer",-,No team connections added yet.,-,Grey,495.0
168,168,Cerebra,/cerebra/10-1512/,85.0,70.0,70.0,80.0,80.0,90.0,Shakti Haddad,No alter egos found.,-,-,"X-Men 2099 #1 (October, 1993)",Marvel Comics,good,Female,Mutant,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,Zail Haddad (father),,475.0
169,169,Chamber,/chamber/10-44/,80.0,10.0,20.0,80.0,60.0,65.0,Jonothon Evan Starsmore,No alter egos found.,"Decibel, Jono, Jono Hex",United Kingdom,"Generation X #1 (November, 1994)",Marvel Comics,good,Male,Mutant,5'9 // 175 cm,140 lb // 63 kg,Brown,Brown,Adventurer,"Utopia; formerly New Warriors HQ; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Massachusetts Academy, Snow Valley, Massachusetts","X-Men, Generation X",-,,315.0
170,170,Chameleon,/chameleon/10-660/,95.0,10.0,20.0,30.0,50.0,30.0,Dmitri Anatoly Nikolayevich Smerdyakov,No alter egos found.,"Dr. Ashley Kafka, Dr. Turner, J. Jonah Jameson, Torpedo, Rick Jones, Dr. Henry Pym, Peter Parker, Captain George Stacy, Dr. Robert Bruce Banner, General",Russia,Amazing Spider-Man #1,Marvel Comics,bad,Male,Human,- // 0 cm,- lb // 0 kg,-,-,-,-,Sinister Six,"Kravinoff Patriarch (father, deceased), mother (unnamed), Sergei Kravinoff (Kraven I, half-brother, deceased), Vladimir Kravinoff (The Grim Hunter, nephew, deceased), Alyosha Kravinoff (Kraven the Hunter, nephew), Ned Tannengarden (nephew, deceased)",,235.0
171,171,Changeling,/changeling/10-1107/,85.0,10.0,25.0,45.0,65.0,65.0,Kevin Sidney,No alter egos found.,"Professor X, Professor Charles Xavier",-,"Uncanny X-Men #35 (August, 1967)",Marvel Comics,bad,Male,-,5'11 // 180 cm,180 lb // 81 kg,Brown,Black,"Former substitute teacher, adventurer, subversive",-,Formerly: X-Men,-,,295.0
172,172,Cheetah,/cheetah/10-661/,75.0,10.0,45.0,20.0,35.0,70.0,Priscilla Rich,No alter egos found.,"Kay Carlton, The Cheetah",-,Wonder Woman Vol1 #6 (Fall 1943),DC Comics,bad,Female,Human,5'4 // 163 cm,110 lb // 50 kg,Green,Blond,-,-,"Villainy, Inc.","Claudia Rich (cousin), Debi Domaine (niece)",,255.0
173,173,Cheetah II,/cheetah-ii/10-925/,75.0,20.0,45.0,20.0,40.0,60.0,Deborah Domaine,No alter egos found.,"Debbi, The Cheetah",-,Wonder Woman Vol1 #274 (Dec 1980),DC Comics,bad,Female,Human,5'7 // 170 cm,122 lb // 55 kg,Green,Brown,-,"Chesapeake Bay, Maryland",Formerly: Secret Society of Super-Villains,"Priscilla Rich (Cheetah I, aunt), Claudia Rich (aunt)",,260.0
174,174,Cheetah III,/cheetah-iii/10-926/,95.0,100.0,90.0,80.0,80.0,95.0,Barbara Ann Minerva,No alter egos found.,"Barbara Minerva, Bride of Urzkartaga, Priscilla Rich, Deborah Domaine, Sabrina Ballesteros",-,Wonder Woman Vol2 #7 (Sept 1987),DC Comics,bad,Female,Human,5'9 // 175 cm,120 lb // 54 kg,Brown,Brown,"Archaeologist, Anthropologist","Nottingham, England","The Society, Injustice League, Minutemen, Formerly: Suicide Squad",-,,540.0
175,175,Chewbacca,/chewbacca/10-10466/,80.0,40.0,25.0,50.0,40.0,65.0,-,No alter egos found.,Chewie,-,-,George Lucas,good,Male,Wookiee,7'5 // 226 cm,247 lb // 111 kg,Blue,Brown,-,-,No team connections added yet.,-,,300.0
176,176,Chromos,/chromos/10-1001/,,,,,,,Bernard Embers,No alter egos found.,-,"London, England",Team Epic Episode 101,Team Epic TV,bad,Male,-,6'1 // 185 cm,190 lb // 86 kg,Brown,Red / Grey,"Bar owner and Entertainer, President of V.E., Lieutenant in the G.V.W.","Toronto, Canada",No team connections added yet.,"Hi-Jaq (daughter), Exile (son)",,0.0
177,177,Citizen Steel,/citizen-steel/10-10661/,80.0,95.0,35.0,100.0,25.0,60.0,Nathaniel Heywood,Commander Steel,"Buckeye, Uncle Nate, Uncle Nathan",-,"Justice Society of America Vol 3 #2 (March, 2007)",DC Comics,good,Male,Human,6'0 // 183 cm,378 lb // 170 kg,Green,Red,"Adventurer, former Professional Football Player","Battery Park, New York City, formerly Franklin County, Ohio","Justice Legion Alpha, Formerly: Justice League","Hank Heywood, Sr. (Commander Steel, grandfather, deceased) � Hank Heywood, Jr. (uncle, deceased) � Hank Heywood III (Steel, cousin, deceased) � Kirk Heywood (brother, deceased), Nicole (cousin)",,395.0
178,178,Claire Bennet,/claire-bennet/10-941/,75.0,10.0,15.0,100.0,90.0,30.0,Claire Bennet,No alter egos found.,"Vivian Lewis, Claire Butler",-,Heroes S01E01,NBC - Heroes,good,Female,-,- // 0 cm,- lb // 0 kg,Blue,Blond,"High school student, cheerleader","formerly Odessa, TX, Costa Verde, CA",No team connections added yet.,"Adoptive parents: Sandra Bennet, Noah Bennet, Biological parents: Meredith Gordon, Nathan Petrelli, Younger adoptive brother: Lyle Bennet,  Younger half brothers: Simon Petrelli, Monty Petrelli",,320.0
179,179,Clea,/clea/10-45/,70.0,40.0,45.0,40.0,75.0,35.0,Clea,Queen Clea,-,The Dark Dimension,-,Marvel Comics,good,-,-,- // 0 cm,- lb // 0 kg,-,White,Former ruler and Sorceress Supreme of the Dark Dimension; former apprentice of Doctor Strange,Base of operations unknown,Defenders,"Dormammu (uncle), Umar (mother)",,305.0
180,180,Cloak,/cloak/10-46/,85.0,10.0,50.0,65.0,100.0,60.0,Tyrone Johnson,Moon Man,-,"South Boston, Massachusetts",Spectacular Spiderman #64,Marvel Comics,good,Male,-,7'5 // 226 cm,155 lb // 70 kg,brown,black,Vigilante,"Holy Ghost Church, 42nd Street, New York City","Cloak and Dagger, Formerly: X-Men, Neo-Knights, Dark X-Men",Smokin' Joe (rumored grandfather),,370.0
181,181,Clock King,/clock-king/10-10396/,90.0,10.0,20.0,10.0,10.0,40.0,William Tockman,No alter egos found.,Tempus Fugit,-,"World's Finest #111 (August, 1960)",DC Comics,bad,Male,Human,5'10 // 178 cm,173 lb // 78 kg,Blue,Black,-,-,"Rogues, Minutemen","Beverly (sister, deceased)",,180.0
182,182,Cogliostro,/cogliostro/10-1074/,70.0,65.0,60.0,80.0,80.0,60.0,Cain,Robocop 2,"Nicholas Cogliostro, Cog, The Count",-,Spawn #9,Image Comics,bad,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,415.0
183,183,Colin Wagner,/colin-wagner/10-1153/,,,,,,,-,No alter egos found.,-,-,-,HarperCollins,good,Male,-,- // 0 cm,- lb // 0 kg,Grey,Brown,-,-,No team connections added yet.,-,,0.0
184,184,Colossal Boy,/colossal-boy/10-1182/,,,,,,,-,No alter egos found.,-,-,-,DC Comics,good,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,Legion of Super-Heroes,-,,0.0
185,185,Colossus,/colossus/10-48/,85.0,85.0,35.0,100.0,45.0,80.0,Piotr Nikolaievitch Rasputin,Unstoppable Colossus,"Pete, Peter Nicholas, The Proletarian, Little Brother","Ust-Ordynski Collective, near Lake Baikal, Siberia, Russia","Giant-Size X-Men #1 (May, 1975)",Marvel Comics,good,Male,Mutant,7'5 // 226 cm,500 lb // 225 kg,Silver,Black,"(current) Adventurer, student, (former) Artist","(current) Professor Charles Xavier's Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Isle, Scotland,; a loft in Soho, Manhattan, Ust-Ordynski Collective, Lake Baikal, Siberia, U.S.S.R., X-Men Headquarters in Austra","Ultimate X-Men, Cerebro's X-Men, Contingency, X-Men, Deep Six, Formerly: Excalibur, Magneto's Acolytes, Acolytes, X-Force","Grigory Efimovich Rasputin (great-grandfather, deceased), Elena (great-grandmother, deceased), Ivan Rasputin (great-grand uncle, deceased), Grigory Rasputin (grandfather, deceased), Nikolai Rasputin (father, deceased), Alexandra Rasputina (mother, deceased), Vladimir Rasputin (uncle, deceased), unidentified aunt & uncle (deceased), Illyana Nikolievna Rasputina (Magik, sister, deceased), Mikhail Rasputin (brother), Peter Jr. (son), Larissa Mishchenko (cousin, deceased), Konstantin (cousin, deceased), Klara (cousin, deceased), Dimitriy (cousin, deceased)",,430.0
186,186,Copycat,/copycat/10-10423/,80.0,10.0,25.0,25.0,55.0,60.0,Vanessa Carlysle,No alter egos found.,"Nurse Veronica, Patricia Muggins, Titania, Garrison Kane, Christina Valentino, Domino, Cheryl Marks, Debbie, Marguerite, Amy",-,"New Mutants #98 (February, 1991)",Marvel Comics,neutral,Female,Mutant,6'0 // 183 cm,148 lb // 67 kg,Red,White,-,"Mobile; formerly Adirondack Mountains, Xavier's School for Gifted Youngsters","Weapon X, Formerly: X-Force, New Mutants, X-Men","Burt Carlysle (father, deceased), Dorothy Carlysle (mother)",Blue,255.0
187,187,Corsair,/corsair/10-49/,70.0,35.0,45.0,35.0,45.0,75.0,Christopher Summers,No alter egos found.,-,-,Uncanny X-Men #107,Marvel Comics,good,Male,-,6'3 // 191 cm,175 lb // 79 kg,Brown,Brown,"Pirate, former pilot","The Starjammer, Mobile",No team connections added yet.,"Philip Summers (father), Deborah Summers (mother), Katherine Anne Summers (wife, deceased), Hepzibah (mate), Scott Summers (Cyclops, son), Alexander Summers (Havok, son), Gabriel Summers (Vulcan, son), Madelyne Pryor-Summers (daughter-in-law, deceased), Jean Grey-Summers (Phoenix, daughter-in-law), Nathan Christopher Summers (Cable, grandson), Stryfe (clone grandson, deceased), Tyler Dayspring (Genesis, great-grandson, deceased), Rachel Grey (Marvel Girl, alternate timeline granddaughter)",,305.0
188,188,Cottonmouth,/cottonmouth/10-10452/,80.0,10.0,10.0,10.0,30.0,25.0,Burchell Clemens,No alter egos found.,Quincy McIver,-,"Captain America #310 (October, 1985)",Marvel Comics,bad,Male,Human,6'0 // 183 cm,220 lb // 99 kg,Brown,Black,Professional criminal,Serpent Citadel,"Serpent Society, A.R.M.O.R.",-,,165.0
189,189,Crimson Crusader,/crimson-crusader/10-303/,60.0,60.0,40.0,65.0,85.0,65.0,Rory Destine,No alter egos found.,-,"Ravenscroft, England",ClanDestine #1 (1994),Marvel Comics,good,Male,-,- // 0 cm,- lb // 0 kg,Blue,Strawberry Blond,-,-,No team connections added yet.,"Adam Destine (father), unnamed genie (mother), Albert Destine (brother), Samantha Destine (Argent, sister), William Destine (Cap'n Oz, brother), Kay Cera (Cuckoo, sister), Florence Destine (sister, deceased), Gracie Destine (sister, deceased), Dominic Destine (Hex, brother), Pandora Destine (Imp, sister), Maurice Destine (brother, deceased), Newton Destine (brother), Vincent Destine (brother, deceased), Walter Destine (Wallop, brother)",,375.0
190,190,Crimson Dynamo,/crimson-dynamo/10-1093/,85.0,70.0,60.0,75.0,80.0,65.0,Anton Vanko,No alter egos found.,Krashni Denamit,-,Tales of Suspense #46 (Oct 1963),Marvel Comics,good,Male,-,5'11 // 180 cm,230 lb // 104 kg,Brown,No Hair,Scientist,"Stark Industries plant, Long Island, New York","Winter Guard, Masters of Evil",-,,435.0
191,191,Crystal,/crystal/10-305/,85.0,20.0,15.0,15.0,65.0,60.0,Crystallia Amaquelin Maximoff,No alter egos found.,"Crys, Exquisite Elemental",Attilan,Fantastic Four #45 (1965),Marvel Comics,good,Female,Inhuman,5'6 // 168 cm,110 lb // 50 kg,Green,Red,"Mother, adventuress",-,"Neo-Knights, Inhumans, Formerly: Fantastic Four, Avengers","Quelin (father), Ambur (mother), Medusa (sister), Gorgon, Karnak, Triton (cousins), Black Bolt (cousin, brother-in-law), Pietro Maximoff (Quicksilver, estranged husband), Luna (daughter), Ahura (nephew), extensive extended family",,260.0
192,192,Curse,/curse/10-1066/,,,,,,,Phillip Krahn,No alter egos found.,-,-,Spawn #25,Image Comics,bad,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,0.0
193,193,Cy-Gor,/cy-gor/10-1075/,60.0,100.0,75.0,90.0,85.0,70.0,-,No alter egos found.,-,-,-,Image Comics,bad,Male,-,- // 0 cm,- lb // 0 kg,-,-,-,-,No team connections added yet.,-,,480.0
194,194,Cyborg,/cyborg/10-1204/,90.0,55.0,45.0,85.0,75.0,65.0,Victor Stone,Cyborg (DCEU),"Cyberion Technis, Omegadrome, Planet Cyberion","New York City, New York","DC Comics Presents #26 (October, 1980)",DC Comics,good,Male,Cyborg,6'6 // 198 cm,385 lb // 173 kg,Brown,Black,"Adventurer, Teen Titan",San Francisco,"Titans East, New Teen Titans, Superfriends, Justice League Antarctica, Formerly: Teen Titans, Justice League of America, Justice League","Silas Stone (father), Elinore Stone (mother), Tucker Stone (grandfather), Maude Stone (grandmother)",,415.0
195,195,Cyborg Superman,/cyborg-superman/10-667/,90.0,95.0,95.0,100.0,100.0,80.0,Henry Henshaw,No alter egos found.,"Grandmaster of the Manhunters, Herald of the Anti-Monitor, Alpha-Prime of the Alpha Lanterns",-,"Adventures of Superman #466 (May, 1990)",DC Comics,bad,Male,Cyborg,- // 0 cm,- lb // 0 kg,Blue,Black,-,"Warworld, Qward, Antimatter Universe, formerly Biot, Sector 3601","Sinestro Corps, Superman Revenge Squad","Terri Henshaw (wife, deceased)",,560.0
